"x"
"FBRSL1"
"FBXL3"
"FBXL4"
"FBXO11"
"FBXO22"
"FBXO28"
"FBXO31"
"FBXW11"
"FBXW7"
"FDFT1"
"FDXR"
"FEM1B"
"FEM1C"
"FEZF2"
"FGD1"
"FGF12"
"FGF13"
"FGF14"
"FGFR1"
"FGFR3"
"FH"
"FIBP"
"FIG4"
"FITM2"
"FKRP"
"FKTN"
"FLNA"
"FLVCR1"
"FLVCR2"
"FMN2"
"FMR1"
"FOLR1"
"FOSL2"
"FOXG1"
"FOXP1"
"FOXP2"
"FOXP4"
"FOXRED1"
"FRA10AC1"
"FRAS1"
"FRMD5"
"FRMPD4"
"FRRS1L"
"FSD1L"
"FTO"
"FTSJ1"
"FUCA1"
"FUK"
"FUT8"
"FZR1"
"GABBR1"
"GABBR2"
"GABRA1"
"GABRA2"
"GABRA3"
"GABRA4"
"GABRA5"
"GABRB2"
"GABRB3"
"GABRD"
"GABRG2"
"GAD1"
"GALC"
"GALE"
"GALNT2"
"GALT"
"GAMT"
"GATA6"
"GATAD2A"
"GATAD2B"
"GATM"
"GCDH"
"GCH1"
"GCSH"
"GDI1"
"GEMIN4"
"GEMIN5"
"GFAP"
"GFER"
"GFM1"
"GFM2"
"GIGYF1"
"GJC2"
"GK"
"GLB1"
"GLDC"
"GLI2"
"GLI3"
"GLIS3"
"GLRA2"
"GLS"
"GLUL"
"GM2A"
"GMPPA"
"GMPPB"
"GNAI1"
"GNAI2"
"GNAO1"
"GNAS"
"GNB1"
"GNB2"
"GNB5"
"GNE"
"GNPAT"
"GNPTAB"
"GNPTG"
"GNS"
"GOLGA2"
"GON4L"
"GOT2"
"GPAA1"
"GPATCH11"
"GPC3"
"GPC4"
"GPHN"
"GPRC5B"
"GPT2"
"GRIA1"
"GRIA2"
"GRIA3"
"GRIA4"
"GRID2"
"GRIK2"
"GRIN1"
"GRIN2A"
"GRIN2B"
"GRIN2D"
"GRM1"
"GRM7"
"GSPT2"
"GSS"
"GTF2H5"
"GTF2I"
"GTF3C3"
"GTF3C5"
"GTPBP1"
"GTPBP2"
"GTPBP3"
"GUSB"
"HACE1"
"HADHA"
"HADHB"
"HCCS"
"HCFC1"
"HCN1"
"HCN2"
"HDAC3"
"HDAC4"
"HDAC8"
"HECTD1"
"HECTD4"
"HECW2"
"HEPACAM"
"HERC1"
"HERC2"
"HESX1"
"HEXA"
"HEXB"
"HGSNAT"
"HIBCH"
"HID1"
"HIKESHI"
"HIRA"
"HIVEP2"
"HK1"
"HLCS"
"HMBS"
"HMGB1"
"HMGCL"
"HNMT"
"HNRNPC"
"HNRNPD"
"HNRNPH1"
"HNRNPH2"
"HNRNPK"
"HNRNPR"
"HNRNPU"
"HOXA1"
"HPD"
"HPDL"
"HPRT1"
"HRAS"
"HS2ST1"
"HS6ST2"
"HSD17B10"
"HSD17B4"
"HSPD1"
"HSPG2"
"HTRA2"
"HUWE1"
"IBA57"
"IDH2"
"IDS"
"IDUA"
"IER3IP1"
"IFIH1"
"IFT172"
"IFT27"
"IFT74"
"IGF1"
"IGF1R"
"IKBKG"
"IL1RAPL1"
"IMPDH2"
"INPP4A"
"INPP5E"
"INPP5K"
"INTS1"
"INTS11"
"INTS13"
"INTS6"
"IPO8"
"IQSEC1"
"IQSEC2"
"IREB2"
"IRF2BPL"
"IRX5"
"ISCA1"
"ISCA2"
"ITFG2"
"ITGAV"
"ITPA"
"ITPR1"
"ITSN1"
"IVD"
"JAM3"
"JARID2"
"JMJD1C"
"KANSL1"
"KARS1"
"KAT5"
"KAT6A"
"KAT6B"
"KAT8"
"KATNB1"
"KBTBD2"
"KCNA2"
"KCNA3"
"KCNA6"
"KCNB1"
"KCNB2"
"KCNC1"
"KCNC2"
"KCND1"
"KCND2"
"KCND3"
"KCNH1"
"KCNH5"
"KCNJ10"
"KCNJ6"
"KCNK4"
"KCNK9"
"KCNMA1"
"KCNN2"
"KCNN3"
"KCNQ2"
"KCNQ3"
"KCNQ5"
"KCNT1"
"KCNT2"
"KCTD3"
"KCTD7"
"KDM1A"
"KDM2A"
"KDM2B"
"KDM3B"
"KDM4B"
"KDM5A"
"KDM5B"
"KDM5C"
"KDM6A"
"KDM6B"
"KIAA0586"
"KIDINS220"
"KIF11"
"KIF14"
"KIF1A"
"KIF21B"
"KIF26A"
"KIF2A"
"KIF4A"
"KIF5C"
"KIF7"
"KLF7"
"KLHL13"
"KLHL20"
"KLHL7"
"KMT2A"
"KMT2B"
"KMT2C"
"KMT2D"
"KMT2E"
"KMT5B"
"KNL1"
"KPTN"
"KRAS"
"L1CAM"
"L2HGDH"
"LAGE3"
"LAMA1"
"LAMA2"
"LAMB1"
"LAMB2"
"LAMC3"
"LAMP2"
"LARGE1"
"LARP1"
"LARP7"
"LARS2"
"LAS1L"
"LEO1"
"LETM1"
"LGI1"
"LGI3"
"LHX2"
"LIAS"
"LIG4"
"LINC01578"
"LINGO4"
"LINS1"
"LIPT1"
"LMBRD1"
"LMBRD2"
"LMNB1"
"LMNB2"
"LNPK"
"LONP1"
"LRP2"
"LRPPRC"
"LRRC7"
"LSM1"
"LSS"
"LTBP1"
"LYRM7"
"LZTFL1"
"LZTR1"
"MAB21L1"
"MAB21L2"
"MACF1"
"MADD"
"MAEA"
"MAF"
"MAGEL2"
"MAN1B1"
"MAN2B1"
"MAN2C1"
"MANBA"
"MAOA"
"MAP1B"
"MAP2K1"
"MAP2K2"
"MAP4K4"
"MAPK1"
"MAPK8IP3"
"MAPKAPK5"
"MAPRE2"
"MARK2"
"MASP1"
"MAST1"
"MAST3"
"MAST4"
"MAT1A"
"MAU2"
"MAX"
"MBD5"
"MBOAT7"
"MBTPS2"
"MCM3AP"
"MCM6"
"MCOLN1"
"MCPH1"
"MDGA2"
"MDH2"
"MECP2"
"MED11"
"MED12"
"MED12L"
"MED13"
"MED13L"
"MED16"
"MED17"
"MED23"
"MED25"
"MED27"
"MEF2C"
"MEG3"
"MEGF8"
"MEIS2"
"METTL23"
"METTL5"
"MFF"
"MFSD2A"
"MFSD8"
"MGAT2"
"MICU1"
"MID1"
"MKKS"
"MKS1"
"MLC1"
"MLYCD"
"MMAA"
"MMAB"
"MMACHC"
"MMADHC"
"MN1"
"MOCS1"
"MOCS2"
"MOGS"
"MORC2"
"MPDU1"
"MPDZ"
"MPLKIP"
"MPV17"
"MRAS"
"MRPL49"
"MRPS22"
"MRPS34"
"MSL2"
"MSL3"
"MSMO1"
"MT-ATP6"
"MT-CO2"
"MTFMT"
"MTHFR"
"MTHFS"
"MT-ND4"
"MTO1"
"MTOR"
"MTR"
"MTRR"
"MT-TE"
"MVK"
"MYCN"
"MYH10"
"MYO5A"
"MYT1L"
"NAA10"
"NAA15"
"NAA20"
"NACC1"
"NAE1"
"NAGA"
"NAGLU"
"NALCN"
"NANS"
"NAPB"
"NAV3"
"NBEA"
"NCAPD2"
"NCDN"
"NCKAP1"
"NDC1"
"NDE1"
"NDP"
"NDST1"
"NDUFA1"
"NDUFA2"
"NDUFA3"
"NDUFA4"
"NDUFAF1"
"NDUFB7"
"NDUFS1"
"NDUFS4"
"NDUFS7"
"NDUFS8"
"NDUFV1"
"NEDD4L"
"NEMF"
"NEU1"
"NEUROD2"
"NEUROG1"
"NEXMIF"
"NF1"
"NFASC"
"NFIA"
"NFIB"
"NFIX"
"NFU1"
"NGLY1"
"NHS"
"NIPBL"
"NKAP"
"NKX2-1"
"NLGN3"
"NLGN4X"
"NONO"
"NOTCH1"
"NOTCH3"
"NOVA2"
"NPC1"
"NPC2"
"NPHP1"
"NPHP3"
"NR2F1"
"NR2F2"
"NR4A2"
"NRAS"
"NRCAM"
"NRROS"
"NRXN1"
"NSD1"
"NSD2"
"NSDHL"
"NSF"
"NSRP1"
"NSUN2"
"NSUN3"
"NSUN6"
"NT5C2"
"NTNG2"
"NTRK1"
"NTRK2"
"NUBPL"
"NUDT2"
"NUP188"
"NUP214"
"NUS1"
"OCLN"
"OCRL"
"ODC1"
"OFD1"
"OGDH"
"OGDHL"
"OGT"
"OPA3"
"OPHN1"
"OSGEP"
"OTC"
"OTUD5"
"OTUD6B"
"OTUD7A"
"OTX2"
"OXR1"
"P4HTM"
"PABPC1"
"PACS1"
"PACS2"
"PAFAH1B1"
"PAH"
"PAK1"
"PAK2"
"PAK3"
"PAM16"
"PAN2"
"PARN"
"PARP6"
"PAX5"
"PAX6"
"PAX8"
"PBX1"
"PC"
"PCBP1"
"PCBP2"
"PCCA"
"PCCB"
"PCDH12"
"PCDH19"
"PCDHGC4"
"PCGF2"
"PCLO"
"PCYT2"
"PDCD6IP"
"PDE10A"
"PDE1B"
"PDE4D"
"PDE6D"
"PDGFRB"
"PDHA1"
"PDHB"
"PDHX"
"PDP1"
"PDSS1"
"PDZD8"
"PEPD"
"PET100"
"PEX1"
"PEX10"
"PEX11B"
"PEX12"
"PEX13"
"PEX14"
"PEX16"
"PEX19"
"PEX2"
"PEX26"
"PEX3"
"PEX5"
"PEX6"
"PEX7"
"PGAP1"
"PGAP2"
"PGAP3"
"PGK1"
"PGM2L1"
"PGM3"
"PHACTR1"
"PHF21A"
"PHF5A"
"PHF6"
"PHF8"
"PHGDH"
"PHIP"
"PI4K2A"
"PI4KA"
"PIBF1"
"PIDD1"
"PIGA"
"PIGB"
"PIGC"
"PIGG"
"PIGH"
"PIGK"
"PIGL"
"PIGN"
"PIGO"
"PIGP"
"PIGQ"
"PIGS"
"PIGT"
"PIGV"
"PIGW"
"PIK3C2A"
"PIK3CA"
"PIK3R2"
"PIP5K1C"
"PISD"
"PITRM1"
"PLA2G16"
"PLA2G6"
"PLAA"
"PLCB1"
"PLK1"
"PLK4"
"PLP1"
"PLPBP"
"PLXNA1"
"PLXNB2"
"PMM2"
"PMPCA"
"PMPCB"
"PNKP"
"PNPLA6"
"PNPLA8"
"PNPT1"
"POGZ"
"POLA1"
"POLG"
"POLR1A"
"POLR1C"
"POLR2A"
"POLR3A"
"POLR3B"
"POLR3K"
"POLRMT"
"POMGNT1"
"POMGNT2"
"POMK"
"POMT1"
"POMT2"
"PORCN"
"POU3F2"
"POU3F3"
"PPFIA2"
"PPFIA3"
"PPFIBP1"
"PPIL1"
"PPM1D"
"PPP1CB"
"PPP1R12A"
"PPP1R21"
"PPP2CA"
"PPP2R1A"
"PPP2R5C"
"PPP2R5D"
"PPP3CA"
"PPT1"
"PQBP1"
"PRDM13"
"PRKACB"
"PRKAR1A"
"PRKAR1B"
"PRMT1"
"PRMT7"
"PRMT9"
"PRODH"
"PRPF19"
"PRPF8"
"PRPS1"
"PRR12"
"PRUNE1"
"PSAP"
"PSMC3"
"PSMC5"
"PSMD11"
"PSMD12"
"PSMF1"
"PSPH"
"PTBP1"
"PTCD3"
"PTCH1"
"PTCHD1"
"PTDSS1"
"PTEN"
"PTF1A"
"PTPMT1"
"PTPN1"
"PTPN11"
"PTPN23"
"PTPN4"
"PTRH2"
"PTRHD1"
"PTS"
"PUF60"
"PUM1"
"PURA"
"PUS1"
"PUS3"
"PUS7"
"PYCR1"
"PYCR2"
"QDPR"
"QRICH1"
"RAB11A"
"RAB11B"
"RAB18"
"RAB23"
"RAB39B"
"RAB3A"
"RAB3GAP1"
"RAB3GAP2"
"RAB5C"
"RABGAP1"
"RAC1"
"RAC3"
"RAD21"
"RAF1"
"RAI1"
"RALA"
"RALGAPA1"
"RAP1B"
"RAP1GDS1"
"RARB"
"RARS2"
"RBBP5"
"RBBP8"
"RBFOX1"
"RBL2"
"RBM10"
"RBSN"
"RELN"
"RERE"
"RFC4"
"RFT1"
"RFX3"
"RFX4"
"RFX7"
"RHEB"
"RHOBTB2"
"RICTOR"
"RIT1"
"RLIM"
"RMND1"
"RNASEH2A"
"RNASEH2B"
"RNASEH2C"
"RNASET2"
"RNF113A"
"RNF125"
"RNF13"
"RNF2"
"RNF220"
"RNU2-2P"
"RNU4-2"
"RNU4ATAC"
"RNU5B-1"
"RNU7-1"
"ROBO1"
"ROGDI"
"ROR2"
"RORA"
"RPGRIP1L"
"RPH3A"
"RPIA"
"RPL10"
"RPS6KA3"
"RPS6KC1"
"RRAS2"
"RREB1"
"RRM2B"
"RSPRY1"
"RSRC1"
"RTEL1"
"RTF1"
"RTN4IP1"
"RTTN"
"RUNX1T1"
"RYBP"
"SAMD9"
"SAMHD1"
"SARS2"
"SART3"
"SASS6"
"SATB1"
"SATB2"
"SBF1"
"SC5D"
"SCAF4"
"SCAMP5"
"SCAPER"
"SCN1A"
"SCN1B"
"SCN2A"
"SCN3A"
"SCN8A"
"SCO2"
"SCYL2"
"SDCCAG8"
"SDHA"
"SDHAF1"
"SEC31A"
"SECISBP2"
"SEL1L"
"SELENOI"
"SEMA6B"
"SEPHS1"
"SEPSECS"
"SEPT2"
"SERAC1"
"SET"
"SETBP1"
"SETD1A"
"SETD1B"
"SETD2"
"SETD5"
"SF1"
"SF3B1"
"SFXN4"
"SGPL1"
"SGSH"
"SGSM3"
"SHANK1"
"SHANK2"
"SHANK3"
"SHH"
"SHMT2"
"SHOC2"
"SIAH1"
"SIK1"
"SIL1"
"SIN3A"
"SIN3B"
"SIX3"
"SKI"
"SKOR2"
"SLC12A2"
"SLC12A5"
"SLC12A6"
"SLC12A9"
"SLC13A5"
"SLC16A2"
"SLC17A5"
"SLC18A2"
"SLC19A3"
"SLC1A2"
"SLC1A4"
"SLC25A1"
"SLC25A12"
"SLC25A15"
"SLC25A22"
"SLC2A1"
"SLC30A9"
"SLC31A1"
"SLC32A1"
"SLC33A1"
"SLC35A2"
"SLC35C1"
"SLC38A3"
"SLC39A14"
"SLC39A8"
"SLC45A1"
"SLC46A1"
"SLC4A10"
"SLC4A4"
"SLC5A6"
"SLC6A1"
"SLC6A19"
"SLC6A3"
"SLC6A8"
"SLC6A9"
"SLC9A6"
"SLF2"
"SLITRK2"
"SLK"
"SMAD4"
"SMAD6"
"SMARCA1"
"SMARCA2"
"SMARCA4"
"SMARCA5"
"SMARCB1"
"SMARCC1"
"SMARCC2"
"SMARCD1"
"SMARCE1"
"SMC1A"
"SMC3"
"SMC5"
"SMG8"
"SMG9"
"SMOC1"
"SMPD1"
"SMPD4"
"SMS"
"SNAP25"
"SNAP29"
"SNAPC4"
"SNAPIN"
"SNF8"
"SNRPB"
"SNW1"
"SNX14"
"SNX27"
"SOD1"
"SON"
"SOS1"
"SOS2"
"SOX10"
"SOX11"
"SOX2"
"SOX4"
"SOX5"
"SOX6"
"SP9"
"SPART"
"SPECC1L"
"SPEN"
"SPG11"
"SPNS1"
"SPOP"
"SPOUT1"
"SPR"
"SPRED1"
"SPRED2"
"SPTAN1"
"SPTBN1"
"SPTBN2"
"SPTBN4"
"SRCAP"
"SRD5A3"
"SRPK3"
"SRRM1"
"SRRM2"
"SRSF1"
"SSPO"
"SSR4"
"ST3GAL3"
"ST3GAL5"
"ST5"
"STAG1"
"STAG2"
"STAMBP"
"STIL"
"STRA6"
"STRADA"
"STT3A"
"STX1A"
"STX1B"
"STXBP1"
"SUCLA2"
"SUCLG1"
"SUCO"
"SUFU"
"SUMF1"
"SUOX"
"SUPT16H"
"SURF1"
"SUZ12"
"SVBP"
"SYN1"
"SYNCRIP"
"SYNGAP1"
"SYNJ1"
"SYP"
"SYT1"
"SZT2"
"TAB2"
"TAF1"
"TAF1C"
"TAF2"
"TAF4"
"TAF6"
"TAF8"
"TANC2"
"TANGO2"
"TAOK1"
"TAOK2"
"TARS2"
"TASP1"
"TAT"
"TAFAZZIN"
"TBC1D20"
"TBC1D23"
"TBC1D24"
"TBC1D2B"
"TBC1D32"
"TBC1D7"
"TBCD"
"TBCE"
"TBCK"
"TBL1XR1"
"TBR1"
"TBX1"
"TCEAL1"
"TCF20"
"TCF4"
"TCF7L2"
"TCN2"
"TCP1"
"TCTN1"
"TCTN2"
"TCTN3"
"TDP2"
"TECPR2"
"TEFM"
"TELO2"
"TENM3"
"TERT"
"TET3"
"TFE3"
"TGIF1"
"TH"
"THOC2"
"THOC6"
"THRA"
"THUMPD1"
"TIAM1"
"TIMM50"
"TINF2"
"TLK2"
"TM2D3"
"TMCO1"
"TMEM106B"
"TMEM147"
"TMEM163"
"TMEM165"
"TMEM167A"
"TMEM184B"
"TMEM216"
"TMEM218"
"TMEM222"
"TMEM237"
"TMEM240"
"TMEM251"
"TMEM63B"
"TMEM63C"
"TMEM67"
"TMEM70"
"TMEM94"
"TMTC3"
"TMX2"
"TNPO2"
"TNR"
"TNRC6B"
"TOE1"
"TOGARAM1"
"TOP2B"
"TP73"
"TPP1"
"TPP2"
"TRA2B"
"TRAF7"
"TRAIP"
"TRAK1"
"TRAPPC10"
"TRAPPC11"
"TRAPPC12"
"TRAPPC4"
"TRAPPC6B"
"TRAPPC9"
"TREX1"
"TRIM8"
"TRIO"
"TRIP12"
"TRIT1"
"TRMT1"
"TRMT10A"
"TRNT1"
"TRPM3"
"TRPM7"
"TRRAP"
"TSC1"
"TSC2"
"TSEN15"
"TSEN2"
"TSEN54"
"TSFM"
"TSHB"
"TSPOAP1"
"TTC19"
"TTC5"
"TTC8"
"TTI1"
"TTI2"
"TUBA1A"
"TUBB"
"TUBB2A"
"TUBB2B"
"TUBB3"
"TUBB4A"
"TUBG1"
"TUBGCP2"
"TUBGCP6"
"TUSC3"
"TWIST1"
"U2AF2"
"UBA5"
"UBAP2L"
"UBE2A"
"UBE3A"
"UBE3B"
"UBE3C"
"UBE4A"
"UBR1"
"UBR5"
"UBR7"
"UBTF"
"UFC1"
"UFM1"
"UFSP2"
"UGDH"
"UGGT1"
"UGP2"
"UMPS"
"UNC13A"
"UNC79"
"UNC80"
"UPB1"
"UPF1"
"UPF3B"
"USP18"
"USP27X"
"USP7"
"USP9X"
"VAMP2"
"VARS2"
"VCP"
"VIPAS39"
"VLDLR"
"VPS11"
"VPS13B"
"VPS16"
"VPS33B"
"VPS41"
"VPS4A"
"VPS50"
"VPS51"
"VPS53"
"VRK1"
"WAC"
"WARS2"
"WASF1"
"WASHC4"
"WBP4"
"WDFY3"
"WDPCP"
"WDR11"
"WDR26"
"WDR37"
"WDR4"
"WDR44"
"WDR45"
"WDR45B"
"WDR47"
"WDR5"
"WDR62"
"WDR73"
"WDR81"
"WDR83OS"
"WDR91"
"WIPI2"
"WNK3"
"WNT1"
"WNT5A"
"WSB2"
"WWOX"
"XPA"
"XPO1"
"XRCC4"
"XYLT1"
"YIF1B"
"YWHAE"
"YWHAG"
"YY1"
"ZBTB11"
"ZBTB18"
"ZBTB20"
"ZBTB24"
"ZBTB47"
"ZBTB7A"
"ZC4H2"
"ZDHHC9"
"ZEB2"
"ZFHX3"
"ZFHX4"
"ZFX"
"ZFYVE26"
"ZIC1"
"ZIC2"
"ZMIZ1"
"ZMYM2"
"ZMYM3"
"ZMYND11"
"ZMYND8"
"ZNF142"
"ZNF148"
"ZNF292"
"ZNF335"
"ZNF462"
"ZNF526"
"ZNF699"
"ZNF711"
"ZNHIT3"
"ZNRF3"
"ZRSR2"
"ZSCAN10"
"ZSWIM6"
"AASS"
"ACACA"
"ACADS"
"ACER3"
"ADD1"
"ATM"
"ATP13A2"
"BAZ2B"
"BLM"
"BUB1"
"CCDC32"
"CDC6"
"CIAO1"
"CLDN11"
"CLEC16A"
"CPLX1"
"CSNK1G1"
"CSTB"
"CTNND1"
"CYC1"
"DHTKD1"
"DPYD"
"EMX2"
"ERBB4"
"FILIP1"
"FTCD"
"GAN"
"GLYCTK"
"GTF2E2"
"KCNJ11"
"KCNK3"
"KIF5A"
"KIRREL3"
"MCCC1"
"MCCC2"
"MINPP1"
"PCNT"
"PDSS2"
"PIGU"
"PLEKHG2"
"PPP1R15B"
"PPP1R3F"
"PRICKLE2"
"PRSS12"
"SCYL1"
"SHQ1"
"SLC1A1"
"SLC35A1"
"SLC6A17"
"SLX4"
"SNIP1"
"SNORD118"
"TOR1A"
"TRMT5"
"TSEN34"
"TSPAN7"
"UROC1"
"YIPF5"
